employee_id,name,role,record_date,patient_satisfaction_score,readmission_rate,compliance_score,charting_timeliness
EID002,Noah Rhodes,Nurse,2024-11-18,78.42,3.98,87.16,86.08
EID002,Noah Rhodes,Nurse,2024-11-19,77.15,1.13,99.6,72.05
EID002,Noah Rhodes,Nurse,2024-11-20,98.81,4.43,85.59,86.79
EID002,Noah Rhodes,Nurse,2024-11-21,95.54,4.19,81.68,80.3
EID002,Noah Rhodes,Nurse,2024-11-22,83.72,1.71,81.07,87.36
EID002,Noah Rhodes,Nurse,2024-11-23,91.52,4.2,92.11,92.23
EID002,Noah Rhodes,Nurse,2024-11-24,72.29,1.27,95.96,89.49
EID002,Noah Rhodes,Nurse,2024-11-25,71.85,1.65,93.72,91.03
EID002,Noah Rhodes,Nurse,2024-11-26,97.84,3.46,82.63,95.41
EID002,Noah Rhodes,Nurse,2024-11-27,94.62,4.07,95.04,87.8
EID002,Noah Rhodes,Nurse,2024-11-28,74.53,2.02,81.48,82.22
EID002,Noah Rhodes,Nurse,2024-11-29,76.85,1.19,89.16,94.41
EID002,Noah Rhodes,Nurse,2024-11-30,82.89,4.96,84.99,78.24
EID002,Noah Rhodes,Nurse,2024-12-01,90.29,3.18,89.25,96.76
EID002,Noah Rhodes,Nurse,2024-12-02,82.18,1.67,96.45,71.89
EID002,Noah Rhodes,Nurse,2024-12-03,89.75,4.71,89.59,89.64
EID002,Noah Rhodes,Nurse,2024-12-04,74.63,1.09,83.4,80.51
EID002,Noah Rhodes,Nurse,2024-12-05,80.95,2.72,90.97,85.82
EID002,Noah Rhodes,Nurse,2024-12-06,99.6,3.79,88.18,71.09
EID002,Noah Rhodes,Nurse,2024-12-07,70.17,0.95,89.67,81.2
EID002,Noah Rhodes,Nurse,2024-12-08,90.61,4.14,89.14,74.93
EID002,Noah Rhodes,Nurse,2024-12-09,83.58,3.82,88.26,88.39
EID002,Noah Rhodes,Nurse,2024-12-10,71.81,0.88,92.3,98.44
EID002,Noah Rhodes,Nurse,2024-12-11,86.7,4.37,88.37,84.69
EID002,Noah Rhodes,Nurse,2024-12-12,86.34,1.87,94.26,96.36
EID002,Noah Rhodes,Nurse,2024-12-13,96.51,0.44,91.68,72.95
EID002,Noah Rhodes,Nurse,2024-12-14,92.35,2.24,83.11,91.43
EID002,Noah Rhodes,Nurse,2024-12-15,97.91,2.94,95.76,87.63
EID002,Noah Rhodes,Nurse,2024-12-16,98.95,0.83,99.32,75.75
EID002,Noah Rhodes,Nurse,2024-12-17,85.09,1.26,91.41,74.81
EID002,Noah Rhodes,Nurse,2024-12-18,90.66,0.41,84.66,82.39
EID002,Noah Rhodes,Nurse,2024-12-19,71.73,3.55,97.89,98.42
EID002,Noah Rhodes,Nurse,2024-12-20,70.17,3.14,80.81,93.96
EID002,Noah Rhodes,Nurse,2024-12-21,77.54,0.39,88.85,72.13
EID002,Noah Rhodes,Nurse,2024-12-22,98.71,0.2,89.39,94.97
EID002,Noah Rhodes,Nurse,2024-12-23,88.75,3.3,82.59,99.67
EID002,Noah Rhodes,Nurse,2024-12-24,70.49,1.02,86.42,87.76
EID002,Noah Rhodes,Nurse,2024-12-25,90.41,4.53,83.09,94.95
EID002,Noah Rhodes,Nurse,2024-12-26,79.85,0.32,93.39,81.7
EID002,Noah Rhodes,Nurse,2024-12-27,87.92,3.09,83.7,85.39
EID002,Noah Rhodes,Nurse,2024-12-28,86.78,0.36,95.05,89.17
EID002,Noah Rhodes,Nurse,2024-12-29,97.16,2.03,98.49,97.39
EID002,Noah Rhodes,Nurse,2024-12-30,91.76,2.22,88.68,97.16
EID002,Noah Rhodes,Nurse,2024-12-31,70.28,1.9,88.64,96.84
EID003,Angie Henderson,Nurse,2024-10-01,81.1,1.74,89.75,85.16
EID003,Angie Henderson,Nurse,2024-10-02,81.15,4.67,95.3,85.0
EID003,Angie Henderson,Nurse,2024-10-03,74.49,2.04,88.12,83.14
EID003,Angie Henderson,Nurse,2024-10-04,84.74,0.19,99.04,79.63
EID003,Angie Henderson,Nurse,2024-10-05,99.37,4.9,80.46,88.67
EID003,Angie Henderson,Nurse,2024-10-06,82.46,1.35,89.73,72.79
EID003,Angie Henderson,Nurse,2024-10-07,98.15,0.33,88.92,81.7
EID003,Angie Henderson,Nurse,2024-10-08,97.88,3.41,85.93,77.29
EID003,Angie Henderson,Nurse,2024-10-09,91.41,4.56,96.97,87.42
EID003,Angie Henderson,Nurse,2024-10-10,98.07,2.93,98.08,79.23
EID003,Angie Henderson,Nurse,2024-10-11,85.68,2.52,93.67,75.74
EID003,Angie Henderson,Nurse,2024-10-12,78.79,3.88,85.8,71.24
EID003,Angie Henderson,Nurse,2024-10-13,88.25,0.97,85.44,76.26
EID003,Angie Henderson,Nurse,2024-10-14,95.08,0.34,91.65,74.44
EID003,Angie Henderson,Nurse,2024-10-15,75.75,0.49,81.44,81.79
EID003,Angie Henderson,Nurse,2024-10-16,87.75,4.52,86.28,97.18
EID003,Angie Henderson,Nurse,2024-10-17,71.71,4.52,93.55,97.96
EID003,Angie Henderson,Nurse,2024-10-18,84.8,1.33,93.85,77.38
EID003,Angie Henderson,Nurse,2024-10-19,71.63,2.57,95.7,87.87
EID003,Angie Henderson,Nurse,2024-10-20,82.3,2.61,93.07,70.94
EID003,Angie Henderson,Nurse,2024-10-21,96.81,1.91,99.59,95.92
EID003,Angie Henderson,Nurse,2024-10-22,96.84,4.91,81.72,96.46
EID003,Angie Henderson,Nurse,2024-10-23,81.03,1.34,82.36,86.15
EID003,Angie Henderson,Nurse,2024-10-24,75.6,3.22,98.38,72.17
EID003,Angie Henderson,Nurse,2024-10-25,76.58,1.97,96.87,83.03
EID003,Angie Henderson,Nurse,2024-10-26,91.81,4.08,80.23,98.58
EID003,Angie Henderson,Nurse,2024-10-27,96.1,1.19,81.06,97.44
EID003,Angie Henderson,Nurse,2024-10-28,97.81,4.23,99.75,85.42
EID003,Angie Henderson,Nurse,2024-10-29,97.72,1.93,94.83,85.88
EID003,Angie Henderson,Nurse,2024-10-30,88.87,0.37,87.03,87.16
EID003,Angie Henderson,Nurse,2024-10-31,99.89,4.31,86.34,97.2
EID003,Angie Henderson,Nurse,2024-11-01,82.04,4.97,87.01,97.05
EID003,Angie Henderson,Nurse,2024-11-02,71.62,2.24,84.19,83.98
EID003,Angie Henderson,Nurse,2024-11-03,88.5,2.28,92.92,90.81
EID003,Angie Henderson,Nurse,2024-11-04,75.72,3.87,93.29,72.85
EID003,Angie Henderson,Nurse,2024-11-05,86.98,1.75,91.68,85.57
EID003,Angie Henderson,Nurse,2024-11-06,82.66,4.01,96.47,72.37
EID003,Angie Henderson,Nurse,2024-11-07,80.16,0.18,93.9,90.61
EID003,Angie Henderson,Nurse,2024-11-08,81.28,1.47,90.67,90.45
EID003,Angie Henderson,Nurse,2024-11-09,70.29,1.39,96.44,93.0
EID003,Angie Henderson,Nurse,2024-11-10,83.28,2.46,98.13,94.24
EID003,Angie Henderson,Nurse,2024-11-11,76.63,4.53,96.57,83.4
EID003,Angie Henderson,Nurse,2024-11-12,86.84,1.47,88.56,75.71
EID003,Angie Henderson,Nurse,2024-11-13,86.07,0.46,88.86,90.03
EID003,Angie Henderson,Nurse,2024-11-14,82.97,0.2,97.21,96.6
EID003,Angie Henderson,Nurse,2024-11-15,94.04,3.47,84.86,70.39
EID003,Angie Henderson,Nurse,2024-11-16,94.6,4.72,92.15,93.74
EID003,Angie Henderson,Nurse,2024-11-17,72.39,1.25,85.36,78.4
EID003,Angie Henderson,Nurse,2024-11-18,83.18,3.22,85.73,75.68
EID003,Angie Henderson,Nurse,2024-11-19,97.57,2.62,97.89,70.43
EID003,Angie Henderson,Nurse,2024-11-20,72.46,4.11,86.79,85.74
EID003,Angie Henderson,Nurse,2024-11-21,96.71,0.16,89.54,80.47
EID003,Angie Henderson,Nurse,2024-11-22,78.43,4.06,89.07,74.75
EID003,Angie Henderson,Nurse,2024-11-23,93.32,0.93,97.64,78.78
EID003,Angie Henderson,Nurse,2024-11-24,91.2,3.95,87.65,93.22
EID003,Angie Henderson,Nurse,2024-11-25,74.01,3.99,84.68,70.67
EID003,Angie Henderson,Nurse,2024-11-26,74.46,2.0,84.99,74.96
EID003,Angie Henderson,Nurse,2024-11-27,82.81,2.56,98.12,80.66
EID003,Angie Henderson,Nurse,2024-11-28,81.59,4.8,88.23,89.62
EID003,Angie Henderson,Nurse,2024-11-29,99.38,2.76,98.35,72.45
EID003,Angie Henderson,Nurse,2024-11-30,89.76,1.76,88.54,87.92
EID003,Angie Henderson,Nurse,2024-12-01,88.31,3.63,96.18,79.68
EID003,Angie Henderson,Nurse,2024-12-02,91.87,4.59,94.68,70.48
EID003,Angie Henderson,Nurse,2024-12-03,82.94,2.14,93.2,73.15
EID003,Angie Henderson,Nurse,2024-12-04,92.48,1.45,93.14,95.97
EID003,Angie Henderson,Nurse,2024-12-05,79.6,1.41,98.85,86.64
EID003,Angie Henderson,Nurse,2024-12-06,84.42,0.72,81.35,90.06
EID003,Angie Henderson,Nurse,2024-12-07,88.41,1.51,80.81,89.05
EID003,Angie Henderson,Nurse,2024-12-08,88.94,0.38,92.3,71.12
EID003,Angie Henderson,Nurse,2024-12-09,76.99,0.72,82.41,86.4
EID003,Angie Henderson,Nurse,2024-12-10,80.41,0.66,89.08,90.28
EID003,Angie Henderson,Nurse,2024-12-11,98.02,2.88,97.51,77.75
EID003,Angie Henderson,Nurse,2024-12-12,83.32,1.94,96.36,91.02
EID003,Angie Henderson,Nurse,2024-12-13,75.26,1.63,88.07,88.13
EID003,Angie Henderson,Nurse,2024-12-14,71.32,0.56,88.51,93.21
EID003,Angie Henderson,Nurse,2024-12-15,99.64,0.16,91.99,75.27
EID003,Angie Henderson,Nurse,2024-12-16,76.1,0.25,99.68,85.91
EID003,Angie Henderson,Nurse,2024-12-17,70.32,3.49,90.65,88.34
EID003,Angie Henderson,Nurse,2024-12-18,82.69,0.72,99.19,74.3
EID003,Angie Henderson,Nurse,2024-12-19,98.93,1.51,95.47,82.93
EID003,Angie Henderson,Nurse,2024-12-20,79.48,1.26,95.74,99.16
EID003,Angie Henderson,Nurse,2024-12-21,80.62,4.96,94.05,70.92
EID003,Angie Henderson,Nurse,2024-12-22,89.2,3.08,85.56,85.28
EID003,Angie Henderson,Nurse,2024-12-23,94.13,2.87,83.64,90.6
EID003,Angie Henderson,Nurse,2024-12-24,80.13,3.99,88.34,77.25
EID003,Angie Henderson,Nurse,2024-12-25,78.6,3.99,82.91,91.19
EID003,Angie Henderson,Nurse,2024-12-26,76.56,1.79,97.07,73.73
EID003,Angie Henderson,Nurse,2024-12-27,70.77,1.29,93.38,90.09
EID003,Angie Henderson,Nurse,2024-12-28,77.28,1.48,95.07,80.98
EID003,Angie Henderson,Nurse,2024-12-29,93.78,3.44,99.67,82.58
EID003,Angie Henderson,Nurse,2024-12-30,82.28,0.31,90.87,88.38
EID003,Angie Henderson,Nurse,2024-12-31,82.57,4.07,87.86,97.88
EID004,Daniel Wagner,Nurse,2024-10-01,81.51,1.7,86.77,70.26
EID004,Daniel Wagner,Nurse,2024-10-02,98.29,4.89,87.29,98.02
EID004,Daniel Wagner,Nurse,2024-10-03,99.62,3.83,91.16,95.16
EID004,Daniel Wagner,Nurse,2024-10-04,84.26,1.82,82.89,98.49
EID004,Daniel Wagner,Nurse,2024-10-05,85.54,2.75,83.04,98.62
EID004,Daniel Wagner,Nurse,2024-10-06,72.25,1.46,94.38,77.58
EID004,Daniel Wagner,Nurse,2024-10-07,87.52,0.49,97.39,76.51
EID004,Daniel Wagner,Nurse,2024-10-08,88.74,0.5,92.98,72.71
EID004,Daniel Wagner,Nurse,2024-10-09,85.58,2.29,82.08,94.46
EID004,Daniel Wagner,Nurse,2024-10-10,74.85,0.16,89.52,97.04
EID004,Daniel Wagner,Nurse,2024-10-11,94.97,3.95,96.67,96.8
EID004,Daniel Wagner,Nurse,2024-10-12,79.49,3.67,91.85,94.6
EID004,Daniel Wagner,Nurse,2024-10-13,71.28,0.73,93.43,88.36
EID004,Daniel Wagner,Nurse,2024-10-14,70.57,4.61,85.62,91.04
EID004,Daniel Wagner,Nurse,2024-10-15,78.12,1.24,87.25,81.57
EID004,Daniel Wagner,Nurse,2024-10-16,96.11,4.45,94.42,91.39
EID004,Daniel Wagner,Nurse,2024-10-17,70.78,3.66,95.44,80.97
EID004,Daniel Wagner,Nurse,2024-10-18,76.86,1.89,99.18,80.57
EID004,Daniel Wagner,Nurse,2024-10-19,91.0,1.59,89.22,84.39
EID004,Daniel Wagner,Nurse,2024-10-20,99.06,1.31,90.07,97.49
EID004,Daniel Wagner,Nurse,2024-10-21,85.01,3.12,82.54,79.35
EID004,Daniel Wagner,Nurse,2024-10-22,87.8,3.3,85.69,87.51
EID004,Daniel Wagner,Nurse,2024-10-23,84.93,2.67,94.17,93.12
EID004,Daniel Wagner,Nurse,2024-10-24,84.38,0.75,94.66,76.3
EID004,Daniel Wagner,Nurse,2024-10-25,74.89,1.74,82.82,84.43
EID004,Daniel Wagner,Nurse,2024-10-26,89.36,3.44,94.02,98.71
EID004,Daniel Wagner,Nurse,2024-10-27,78.85,1.19,85.04,87.86
EID004,Daniel Wagner,Nurse,2024-10-28,88.2,3.26,90.82,94.95
EID004,Daniel Wagner,Nurse,2024-10-29,70.56,4.29,85.8,82.78
EID004,Daniel Wagner,Nurse,2024-10-30,79.57,1.14,99.99,81.22
EID004,Daniel Wagner,Nurse,2024-10-31,75.66,1.94,85.85,91.74
EID004,Daniel Wagner,Nurse,2024-11-01,95.93,3.05,87.38,97.1
EID004,Daniel Wagner,Nurse,2024-11-02,88.11,0.63,82.84,71.25
EID004,Daniel Wagner,Nurse,2024-11-03,79.03,1.54,98.86,88.63
EID004,Daniel Wagner,Nurse,2024-11-04,76.89,2.36,85.62,75.48
EID004,Daniel Wagner,Nurse,2024-11-05,96.36,4.66,81.51,87.06
EID004,Daniel Wagner,Nurse,2024-11-06,97.67,0.59,99.15,90.63
EID004,Daniel Wagner,Nurse,2024-11-07,95.85,3.86,95.63,96.64
EID004,Daniel Wagner,Nurse,2024-11-08,86.16,3.07,90.18,89.95
EID004,Daniel Wagner,Nurse,2024-11-09,93.33,2.4,89.9,75.92
EID004,Daniel Wagner,Nurse,2024-11-10,98.53,2.69,92.12,96.06
EID004,Daniel Wagner,Nurse,2024-11-11,86.76,2.76,96.99,74.7
EID004,Daniel Wagner,Nurse,2024-11-12,89.14,2.74,84.8,83.68
EID004,Daniel Wagner,Nurse,2024-11-13,87.41,1.46,87.78,82.63
EID004,Daniel Wagner,Nurse,2024-11-14,77.89,1.75,93.35,70.64
EID004,Daniel Wagner,Nurse,2024-11-15,74.38,4.78,97.85,77.67
EID004,Daniel Wagner,Nurse,2024-11-16,76.03,4.11,99.24,71.34
EID004,Daniel Wagner,Nurse,2024-11-17,79.53,4.24,86.01,96.49
EID004,Daniel Wagner,Nurse,2024-11-18,87.33,4.78,88.56,88.04
EID004,Daniel Wagner,Nurse,2024-11-19,89.26,4.49,88.01,89.13
EID004,Daniel Wagner,Nurse,2024-11-20,90.58,2.47,89.77,89.18
EID004,Daniel Wagner,Nurse,2024-11-21,79.75,4.76,87.62,76.4
EID004,Daniel Wagner,Nurse,2024-11-22,90.89,4.73,80.41,88.4
EID004,Daniel Wagner,Nurse,2024-11-23,89.43,4.1,87.0,83.28
EID004,Daniel Wagner,Nurse,2024-11-24,91.19,1.29,92.81,80.81
EID004,Daniel Wagner,Nurse,2024-11-25,97.6,2.68,89.5,94.67
EID004,Daniel Wagner,Nurse,2024-11-26,96.39,0.03,95.37,71.62
EID004,Daniel Wagner,Nurse,2024-11-27,70.86,4.66,92.81,71.32
EID004,Daniel Wagner,Nurse,2024-11-28,98.31,4.6,91.64,76.72
EID004,Daniel Wagner,Nurse,2024-11-29,74.59,1.35,94.75,92.9
EID004,Daniel Wagner,Nurse,2024-11-30,88.7,4.7,86.66,91.05
EID004,Daniel Wagner,Nurse,2024-12-01,84.78,3.17,95.08,73.78
EID004,Daniel Wagner,Nurse,2024-12-02,70.18,1.91,98.87,79.06
EID004,Daniel Wagner,Nurse,2024-12-03,71.84,4.58,90.54,94.35
EID004,Daniel Wagner,Nurse,2024-12-04,83.23,3.15,97.87,79.82
EID004,Daniel Wagner,Nurse,2024-12-05,98.67,0.62,86.64,91.04
EID004,Daniel Wagner,Nurse,2024-12-06,84.37,1.08,85.62,95.29
EID004,Daniel Wagner,Nurse,2024-12-07,74.18,0.28,80.77,91.77
EID004,Daniel Wagner,Nurse,2024-12-08,96.6,1.66,83.89,95.88
EID004,Daniel Wagner,Nurse,2024-12-09,79.69,0.5,99.22,99.43
